nivel1;nivel2;nivel3
Encuesta sobre Discapacidades 2008;TABLAS;7. Población con alguna discapacidad según número de discapacidades, grupo de deficiencia y edad, por sexo.
Encuesta sobre Discapacidades 2008;TABLAS;8. Población con discapacidad que tiene más de una deficiencia de origen y los grupos de deficiencias que se presentan simultáneamente.
Encuesta sobre Discapacidades 2008;TABLAS;9. Población con discapacidad según sexo, grupo de deficiencia y tipo de municipio.
Encuesta sobre Discapacidades 2008;TABLAS;10. Población con discapacidad según causas que originaron las deficiencias y sexo.
Encuesta sobre Discapacidades 2008;TABLAS;11. Población con discapacidad con alguna deficiencia de origen perinatal según edad de la madre al nacimiento del hijo.
Encuesta sobre Discapacidades 2008;TABLAS;12. Población con discapacidad con alguna deficiencia de origen perinatal según su orden de nacimiento.
Encuesta sobre Discapacidades 2008;TABLAS;13. Población con discapacidad para las ABVD según sexo, máximo grado de severidad (sin ayudas) y edad.
Encuesta sobre Discapacidades 2008;TABLAS;14. Población con discapacidad para las ABVD según sexo, máximo grado de severidad (con ayudas) y edad.
Encuesta sobre Discapacidades 2008;TABLAS;15. Población con discapacidad para las ABVD según su máximo grado de severidad (sin ayudas), número de discapacidades ABVD que tiene y edad, por sexo.
Encuesta sobre Discapacidades 2008;TABLAS;16. Población con discapacidad para las ABVD según su máximo grado de severidad (con ayudas), número de discapacidades ABVD que tiene y edad, por sexo.
Encuesta sobre Discapacidades 2008;TABLAS;17. Población con discapacidad según grupo de discapacidad, su máximo grado de severidad (sin ayudas) y edad, por sexo.
Encuesta sobre Discapacidades 2008;TABLAS;18. Población con discapacidad según grupo de discapacidad, máximo grado de severidad (con ayudas) y edad, por sexo.
Encuesta sobre Discapacidades 2008;TABLAS;19. Población con discapacidad según sexo, número de discapacidades severas o totales y edad.
Encuesta sobre Discapacidades 2008;TABLAS;20. Población con discapacidad según el tipo de ayuda para su discapacidad, edad y sexo.
Encuesta sobre Discapacidades 2008;TABLAS;21. Población con discapacidad según tipo de ayuda, grupo de discapacidad y edad, por sexo.
Encuesta sobre Discapacidades 2008;TABLAS;22. Población con discapacidad según sexo, satisfacción de las ayudas técnicas que recibe para su discapacidad y edad.
Encuesta sobre Discapacidades 2008;TABLAS;23. Población con discapacidad que tiene diagnosticadas determinadas enfermedades crónicas según la enfermedad y sexo.
Encuesta sobre Discapacidades 2008;TABLAS;24. Población con discapacidad que está en cama de forma permanente según grupo de discapacidades que tiene y sexo.
Encuesta sobre Discapacidades 2008;TABLAS;25. Población con discapacidad que está en cama de forma permanente según grupo de deficiencias que tiene y sexo.
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;1. Viviendas cuyos residentes han adoptado medidas para tratar o reducir el consumo de agua según tipo de medida o tratamiento adoptado y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;2. Viviendas cuyos residentes han adoptado medidas para tratar o reducir el consumo de agua según tipo de medida o tratamiento adoptado y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;3. Viviendas cuyos residentes han adoptado medidas para tratar o reducir el consumo de agua según tipo de medida o tratamiento adoptado y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;4. Viviendas cuyos residentes han adoptado medidas para tratar o reducir el consumo de agua según tipo de medida o tratamiento adoptado e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;5. Viviendas cuyos residentes han adoptado medidas para tratar o reducir el consumo de agua según tipo de medida o tratamiento adoptado y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;6. Viviendas según tipo de energía utilizada y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;7. Viviendas según tipo de energía utilizada y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;8. Viviendas según tipo de energía utilizada y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;9. Viviendas según tipo de energía utilizada e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;10. Viviendas según tipo de energía utilizada y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;11. Viviendas según tipo de calefacción disponible y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;12. Viviendas según tipo de calefacción disponible y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;13. Viviendas según tipo de calefacción disponible y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;14. Viviendas según tipo de calefacción disponible e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;15. Viviendas según tipo de calefacción disponible y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;16. Viviendas según disponibilidad de calefacción con termostato o aire acondicionado (habitaciones y tipos) y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;17. Viviendas según disponibilidad de calefacción con termostato o aire acondicionado (habitaciones y tipos) y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;18. Viviendas según disponibilidad de calefacción con termostato o aire acondicionado (habitaciones y tipos) y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;19. Viviendas según disponibilidad de calefacción con termostato o aire acondicionado (habitaciones y tipos) e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;20. Viviendas según disponibilidad de calefacción con termostato o aire acondicionado (habitaciones y tipos) y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;21. Viviendas según la clase de aislamiento térmico en ventanas o luces de bajo consumo y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;22. Viviendas según la clase de aislamiento térmico en ventanas o luces de bajo consumo y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;23. Viviendas según la clase de aislamiento térmico en ventanas o luces de bajo consumo y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;24. Viviendas según la clase de aislamiento térmico en ventanas o luces de bajo consumo e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;25. Viviendas según la clase de aislamiento térmico en ventanas o luces de bajo consumo y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;26. Viviendas según la clase de residuos que separe, lugar donde los deposita y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;27. Viviendas según la clase de residuos que separe, lugar donde los deposita y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;28. Viviendas según la clase de residuos que separe, lugar donde los deposita y tipo de hogar 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;29. Viviendas según la clase de residuos que separe, lugar donde los deposita e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;30. Viviendas según la clase de residuos que separe, lugar donde los deposita y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;36. Viviendas según tengan problemas de ruido y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;37. Viviendas según tengan problemas de ruido y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;38. Viviendas según tengan problemas de ruido y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;39. Viviendas según tengan problemas de ruido e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;40. Viviendas según tengan problemas de ruido y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;41. Viviendas según tengan problemas de malos olores y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;42. Viviendas según tengan problemas de malos olores y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;43. Viviendas según tengan problemas de malos olores y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;44. Viviendas según tengan problemas de malos olores e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;45. Viviendas según tengan problemas de malos olores y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;46. Viviendas según número de vehículos para uso personal y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;47. Viviendas según número de vehículos para uso personal y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;48. Viviendas según número de vehículos para uso personal y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;49. Viviendas según número de vehículos para uso personal e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;50. Viviendas según número de vehículos para uso personal y áreas estadísticas 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;51. Viviendas según los productos que utiliza y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;52. Viviendas según los productos que utiliza y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;53. Viviendas según los productos que utiliza y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;54. Viviendas según los productos que utiliza e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;55. Viviendas según los productos que utiliza y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;56. Viviendas según el tipo de valoración en el momento de comprar y tamaño de la vivienda 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;57. Viviendas según el tipo de valoración en el momento de comprar y tamaño del municipio
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;58. Viviendas según el tipo de valoración en el momento de comprar y tipo de hogar 
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;59. Viviendas según el tipo de valoración en el momento de comprar e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;VIVIENDAS;60. Viviendas según el tipo de valoración en el momento de comprar y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;61. Personas de 16 y más años según el medio de transporte principalmente utilizado y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;62. Personas de 16 y más años según el medio de transporte principalmente utilizado y tamaño de municipio
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;63. Personas de 16 y más años según el medio de transporte principalmente utilizado y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;64. Personas de 16 y más años según el medio de transporte principalmente utilizado e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;65. Personas de 16 y más años según el medio de transporte principalmente utilizado y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;66. Personas de 16 y más años según el medio de transporte principalmente utilizado y sexo
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;67. Personas de 16 y más años según el medio de transporte principalmente utilizado y grupos de edad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;68. Personas de 16 y más años según el medio de transporte principalmente utilizado y nacionalidad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;69. Personas de 16 y más años según el medio de transporte principalmente utilizado y país de nacimiento
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;70. Personas de 16 y más años según el medio de transporte principalmente utilizado y estado civil
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;71. Personas de 16 y más años según el medio de transporte principalmente utilizado y nivel de estudios
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;72. Personas de 16 y más años según el medio de transporte principalmente utilizado y relación con la actividad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;73. Personas de 16 y más años según el medio de transporte principalmente utilizado y tipo de empleo
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;74. Personas de 16 y más años según el medio de transporte principalmente utilizado y ocupación
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;75. Personas de 16 y más años según el medio de transporte principalmente utilizado, primer motivo por los que utiliza o no el transporte público y actividad de la empresa
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;76. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y tamaño de municipio
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;77. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;78. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;79. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;80. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;81. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y sexo
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;82. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y grupos de edad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;83. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y nacionalidad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;84. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y país de nacimiento
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;85. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y estado civil
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;86. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y nivel de estudios
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;87. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y relación con la actividad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;88. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y tipo de empleo
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;89. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y ocupación
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;90. Personas de 16 y más años según les preocupe el medio ambiente, conciencia medioambiental (conocimiento, detección de algún problema), tipo de actividad relacionadas con el medio ambiente y actividad de la empresa
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;91. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y tamaño de la vivienda
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;92. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y tamaño de municipio
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;93. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y tipo de hogar
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;94. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida e ingresos del hogar
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;95. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y áreas estadísticas
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;96. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y sexo
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;97. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y grupos de edad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;98. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y nacionalidad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;99. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y país de nacimiento
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;100. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y estado civil
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;101. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y nivel de estudios
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;102. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y relación con la actividad
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;103. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y tipo de empleo
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;104. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y ocupación
Encuesta Social 2008. Hogares y Medio Ambiente;PERSONAS DE 16 O MÁS AÑOS;105. Personas de 16 y más años según estén a favor de determinadas medidas para la protección del medio ambiente, tipo de medida y actividad de la empresa
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS MENSUALES (HASTA 2015);1. Evolución de la producción bruta de energía eléctrica en centrales de 1000kw o más según procedencia de la energía.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS MENSUALES (HASTA 2015);2. Evolución de la producción disponible de energía eléctrica en centrales de 1000kw o más según procedencia de la energía.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS MENSUALES (HASTA 2015);3. Evolución de la producción bruta de energía termoeléctrica en centrales de 1000kw o más según combustible.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;1. Evolución del número de clientes, potencia contratada, suministros anuales y valor de facturación.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;2. Evolución del número de clientes, potencia contratada, suministros anuales y valor de facturación según tarifas.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;3. Evolución del consumo eléctrico según sector consumidor.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;4. Número de consumidores y consumos anuales según sector de actividad del consumidor de la energía y tipo de servicio del productor de la energía.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;5. Evolución de la electricidad generada según fuente de generación y distintas variables.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;6. Evolución del número de empresas eléctricas según tipo. Hasta 2012.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;7. Evolución del personal ocupado, horas trabajadas y coste del personal remunerado. Hasta 2011.
Energía y Minas;ENERGÍA ELÉCTRICA. DATOS ANUALES;8. Evolución de las inversiones efectuadas durante el año según sectores. Hasta 2011.
Energía y Minas;HIDROCARBUROS;1. Evolución de la producción de los principales derivados del petróleo.
Energía y Minas;HIDROCARBUROS;2. Evolución del consumo de los principales hidrocarburos.
Energía y Minas;HIDROCARBUROS;3. Evolución de los consumos energéticos en la industria.
Energía y Minas;GAS;1. Evolución del suministro de gas natural a mercado interior para consumo con fines energéticos según sectores.
Energía y Minas;GAS;2. Evolución del suministro de gas GLP a mercado interior para consumo con fines energéticos según sectores.
Energía y Minas;GAS;3. Suministro de gas GLP a mercado interior para consumo con fines energéticos según sectores y tipo de gas.
Energía y Minas;MINAS;1. Evolución de la producción minera.
Energía y Minas;MINAS;2. Evolución de los principales rasgos del sector minero.
Energía y Minas;MINAS;3. Evolución de los principales rasgos del sector minero, por municipios
Enseñanza no Universitaria;SERIES;1. Evolución de la clasificación de los centros educativos según las enseñanzas que imparten y titularidad.
Enseñanza no Universitaria;SERIES;2. Evolución del número de centros que imparten cada enseñanza según enseñanza y titularidad. Enseñanzas de Régimen General y Adultos.
Enseñanza no Universitaria;SERIES;3. Evolución del número de centros que imparten cada enseñanza según enseñanza y titularidad. Enseñanzas de Régimen Especial.
Enseñanza no Universitaria;SERIES;4. Evolución del número de unidades/grupos en Enseñanzas de Régimen General según enseñanza y titularidad.
Enseñanza no Universitaria;SERIES;5. Evolución del profesorado según titularidad, clase de centro y sexo.
Enseñanza no Universitaria;SERIES;6. Evolución del profesorado en Enseñanzas de Régimen General según cuerpo/categoría y sexo. Centros públicos.
Enseñanza no Universitaria;SERIES;7. Evolución del profesorado en Enseñanzas de Régimen General según cuerpo/categoría y sexo. Centros privados.
Enseñanza no Universitaria;SERIES;8. Evolución del alumnado matriculado según enseñanza y titularidad del centro.
Enseñanza no Universitaria;SERIES;9. Evolución del número de centros que imparten Educación Especial y alumnado matriculado en los mismos según titularidad y tipo de centro.
Enseñanza no Universitaria;SERIES;10. Evolución del alumnado con necesidades educativas especiales integrado según sexo, enseñanza y titularidad. Enseñanzas de Régimen General.
Enseñanza no Universitaria;SERIES;11. Evolución del alumnado extranjero según enseñanza y titularidad.
Enseñanza no Universitaria;SERIES;12. Evolución del alumnado extranjero según nacionalidad y titularidad, por régimen de enseñanza.
Enseñanza no Universitaria;SERIES;13. Evolución del alumnado de régimen general que terminó los estudios según enseñanza y titularidad del centro.
Enseñanza no Universitaria;SERIES;1. Evolución del número de centros educativos según municipio y titularidad, por clase de centro.
Enseñanza no Universitaria;SERIES;2. Evolución del número de centros que imparten cada enseñanza según municipio y titularidad, por enseñanza. Enseñanzas de Régimen General y Adultos.
Enseñanza no Universitaria;SERIES;3. Evolución del número de centros que imparten cada enseñanza según municipio y titularidad, por enseñanza. Enseñanzas de Régimen Especial.
Enseñanza no Universitaria;SERIES;4. Evolución del número de unidades/grupos en Enseñanzas de Régimen General según municipio y titularidad, por enseñanza.
Enseñanza no Universitaria;SERIES;5. Evolución del profesorado según municipio y titularidad, por clase de centro.
Enseñanza no Universitaria;SERIES;6. Evolución del profesorado en Enseñanzas de Régimen General según municipio, por cuerpo/categoría. Centros públicos.
Enseñanza no Universitaria;SERIES;7. Evolución del profesorado en Enseñanzas de Régimen General según municipio, por cuerpo/categoría. Centros privados.
Enseñanza no Universitaria;SERIES;8. Evolución del alumnado matriculado según municipio y titularidad, por enseñanza.
Enseñanza no Universitaria;Información publicada anteriormente;1. Evolución del número de centros docentes en funcionamiento según dependencia de los mismos y nivel de enseñanza.
Enseñanza no Universitaria;Información publicada anteriormente;2. Número de centros docentes en funcionamiento según municipios y nivel de enseñanza, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;1. Evolución del número de profesores según dependencia del centro, cuerpo/categoría y sexo.
Enseñanza no Universitaria;Información publicada anteriormente;2. Número de profesores según municipios, cuerpo/categoría y sexo, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;3. Evolución del número de profesores según dependencia del centro, nivel de enseñanza y sexo.
Enseñanza no Universitaria;Información publicada anteriormente;4. Número de profesores según municipios, nivel de enseñanza y sexo, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;1. Evolución del número de unidades escolares según dependencia del centro y nivel de enseñanza.
Enseñanza no Universitaria;Información publicada anteriormente;2. Número de unidades escolares según municipios y nivel de enseñanza, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;1. Evolución del número de alumnos matriculados según dependencia del centro y nivel de enseñanza.
Enseñanza no Universitaria;Información publicada anteriormente;2. Número de alumnos matriculados según municipios, nivel de enseñanza y sexo, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;1. Número de alumnos con necesidades educativas especiales según dependencia del centro, tipo de minusvalía, nivel de enseñanza y sexo.
Enseñanza no Universitaria;Información publicada anteriormente;2. Número de alumnos con necesidades educativas especiales según municipios y nivel de enseñanza, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;3. Centros Específicos y Aulas Abiertas. Evolución del número de centros y alumnos matriculados según la dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;4. Centros Específicos y Aulas Abiertas. Número de centros y alumnos matriculados según municipios y dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;5. Centros Específicos. Evolución del número de alumnos matriculados según tipo de minusvalía.
Enseñanza no Universitaria;Información publicada anteriormente;1. Evolución del número de alumnos matriculados según la dependencia del centro y nivel de enseñanza.
Enseñanza no Universitaria;Información publicada anteriormente;2. ESO y Bachillerato LOGSE. Número de alumnos matriculados según municipios, nivel de enseñanza y sexo, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;3. PCPI Aulas Profesionales y Ciclos Formativos. Número de alumnos matriculados según municipios, nivel de enseñanza y sexo, por dependencia del centro.
Enseñanza no Universitaria;Información publicada anteriormente;4. Ciclos Formativos Grado Medio. Evolución del número de alumnos matriculados según especialidad.
Enseñanza no Universitaria;Información publicada anteriormente;5. Ciclos Formativos Grado Medio. Número de alumnos matriculados según especialidad y municipios, por sexo.
Enseñanza no Universitaria;Información publicada anteriormente;6. Ciclos Formativos Grado Superior. Evolución del número de alumnos matriculados según especialidad.
Enseñanza no Universitaria;Información publicada anteriormente;7. Ciclos Formativos Grado Superior. Número de alumnos matriculados según especialidad y municipios, por sexo.
Enseñanza no Universitaria;Información publicada anteriormente;1. Número de alumnos extranjeros matriculados en educación no universitaria según nacionalidad, nivel de enseñanza y sexo.
Enseñanza no Universitaria;Información publicada anteriormente;2. Número de alumnos extranjeros matriculados en educación no universitaria según municipios, nacionalidad y sexo.
